user_id,group,platform,user_tenure_days,games_watched_30d,favorite_team_playing,clicked,session_duration_sec
53,treatment,iOS,99,7,True,0,193
54,treatment,iOS,245,11,False,0,190
55,treatment,iOS,607,3,False,1,397
56,control,iOS,46,7,False,0,318
57,control,Android,27,7,True,0,255
58,control,iOS,439,7,False,0,126
59,control,iOS,198,5,True,1,359
60,control,iOS,103,5,False,0,162
61,control,iOS,153,5,True,0,195
62,treatment,iOS,246,8,False,0,120
63,control,iOS,266,8,False,0,93
64,control,iOS,454,5,True,0,99
65,treatment,Android,100,7,False,1,468
66,control,Android,62,7,False,0,135
67,treatment,Android,183,6,False,0,307
68,control,iOS,96,6,False,0,152
69,treatment,Android,162,5,True,1,570
70,treatment,Android,98,4,False,0,114
71,control,Android,29,5,False,0,131
72,control,Android,114,6,True,0,120
73,treatment,iOS,211,6,True,0,142
74,treatment,Android,289,3,False,0,178
75,treatment,iOS,122,8,False,0,245
76,treatment,iOS,32,7,False,0,261
77,control,iOS,96,6,False,0,219
78,control,iOS,277,5,False,0,224
79,control,Android,95,8,False,0,157
80,treatment,iOS,214,5,True,0,304
81,treatment,iOS,127,9,False,0,134
82,control,Android,49,6,False,0,176
83,control,iOS,286,8,False,0,155
84,control,iOS,15,7,True,0,240
85,control,Android,133,2,False,0,153
86,treatment,Android,42,6,False,0,190
87,treatment,iOS,12,7,True,1,322
88,treatment,Android,125,6,False,1,434
89,control,iOS,124,6,False,0,216
90,control,iOS,220,3,True,0,200
91,treatment,iOS,245,4,True,0,131
92,treatment,iOS,234,8,False,0,146
93,treatment,Android,94,4,True,0,173
94,treatment,Android,179,3,False,0,192
95,control,iOS,154,7,False,0,266
96,treatment,iOS,98,6,False,0,287
97,control,Android,163,6,False,0,135
98,control,iOS,529,8,False,1,457
99,control,iOS,38,6,False,0,152
100,control,Android,425,8,False,1,528
101,treatment,Android,9,5,False,1,354
102,control,Android,66,6,False,1,317
103,treatment,iOS,61,7,False,1,382
104,treatment,Android,177,5,False,0,187
105,control,iOS,25,4,False,0,234
106,control,iOS,385,6,False,1,394
107,treatment,iOS,317,5,False,0,182
108,control,iOS,190,5,False,0,206
109,control,iOS,110,6,False,0,86
110,control,iOS,486,4,True,0,186
111,control,iOS,319,7,False,1,299
112,treatment,Android,124,7,True,0,158
113,treatment,iOS,217,5,False,1,470
114,treatment,iOS,150,7,True,1,486
115,treatment,iOS,159,6,False,0,199
116,treatment,iOS,72,10,True,0,171
117,control,Android,111,7,False,0,278
118,treatment,iOS,14,5,False,0,157
119,treatment,Android,79,3,False,0,224
120,treatment,iOS,214,4,False,0,250
121,treatment,iOS,551,5,True,1,426
122,control,Android,593,1,False,1,433
123,control,Android,146,4,True,0,253
124,control,iOS,167,7,False,0,259
125,control,Android,36,9,False,1,454
126,treatment,iOS,213,9,True,0,263
127,treatment,Android,13,9,False,0,191
128,control,Android,60,6,True,0,114
129,treatment,Android,198,6,False,1,436
130,control,Android,66,11,False,0,140
131,control,iOS,9,2,True,0,255
132,control,Android,320,9,False,1,286
133,control,iOS,66,2,False,1,583
134,treatment,iOS,11,6,False,0,131
135,control,iOS,13,7,False,0,117
136,treatment,iOS,52,4,False,0,167
137,treatment,Android,35,6,True,0,101
138,control,iOS,267,6,True,1,395
139,treatment,iOS,69,3,False,0,253
140,treatment,iOS,293,12,False,1,643
141,control,iOS,34,4,False,0,263
142,control,Android,122,5,False,0,221
143,control,iOS,209,2,False,0,155
144,control,Android,189,5,False,0,186
145,control,Android,165,9,False,1,369
146,treatment,Android,465,10,True,0,251
147,treatment,iOS,46,5,False,0,185
148,control,Android,122,6,True,0,114
149,control,iOS,387,8,True,0,100
150,treatment,Android,14,8,True,0,168
151,control,iOS,10,9,True,0,183
152,control,iOS,47,7,True,0,100
153,control,iOS,180,6,False,0,247
154,treatment,Android,54,9,True,0,168
155,control,iOS,37,7,False,0,233
156,treatment,iOS,110,11,False,0,129
157,treatment,iOS,171,10,False,1,356
158,control,Android,51,6,False,1,382
159,treatment,Android,64,5,False,0,146
160,control,iOS,171,3,True,0,154
161,treatment,Android,524,1,True,1,437
162,treatment,iOS,202,8,False,0,245
163,treatment,iOS,274,7,False,0,202
164,control,Android,82,7,True,0,120
165,treatment,iOS,57,8,True,0,115
166,control,iOS,109,14,False,0,189
167,control,iOS,296,6,True,0,165
168,control,iOS,109,4,False,0,192
169,treatment,iOS,337,6,False,0,81
170,treatment,iOS,808,8,False,0,313
171,control,iOS,13,3,True,0,77
172,treatment,iOS,8,3,False,0,167
173,control,iOS,29,5,False,0,135
174,treatment,iOS,87,4,True,0,105
175,control,iOS,25,4,True,0,217
176,treatment,Android,368,5,True,0,167
177,control,iOS,4,6,False,0,110
178,treatment,Android,68,10,True,0,152
179,control,Android,36,8,False,0,219
180,control,Android,482,3,False,0,238
181,control,iOS,199,3,False,0,274
182,treatment,iOS,437,6,False,0,199
183,treatment,iOS,645,11,False,0,149
184,control,Android,123,2,False,0,142
185,treatment,iOS,48,5,True,0,210
186,treatment,Android,38,7,True,0,259
187,treatment,Android,45,5,False,0,61
188,treatment,iOS,221,4,False,1,453
189,control,iOS,7,10,False,0,104
190,control,Android,9,10,False,1,358
191,treatment,iOS,168,4,False,0,283
192,treatment,iOS,184,3,True,0,73
193,treatment,Android,196,9,False,0,80
194,control,iOS,83,9,False,0,271
195,control,Android,295,3,True,1,368
196,treatment,Android,137,7,False,0,178
197,treatment,Android,20,8,False,1,396
198,treatment,iOS,287,1,False,0,285
199,treatment,iOS,550,8,False,0,196
200,treatment,iOS,11,3,True,0,179
201,control,iOS,89,2,True,0,66
202,control,iOS,120,6,False,0,126
203,treatment,iOS,28,5,True,0,68
204,treatment,iOS,364,6,False,0,181
205,control,iOS,60,4,True,0,265
206,control,Android,275,12,False,0,154
207,treatment,iOS,200,10,False,0,207
208,control,iOS,164,7,True,0,232
209,control,Android,38,5,True,0,203
210,treatment,Android,44,6,False,0,174
211,treatment,iOS,8,8,False,0,98
212,treatment,iOS,49,7,True,0,222
213,control,iOS,76,8,True,0,251
214,treatment,Android,322,6,False,1,374
215,control,Android,82,8,False,0,159
216,control,Android,252,3,True,0,228
217,treatment,iOS,104,5,False,0,200
218,treatment,iOS,276,3,True,0,276
219,treatment,iOS,673,8,False,0,152
220,treatment,Android,49,10,False,0,224
221,treatment,Android,356,5,True,0,205
222,control,Android,175,10,True,0,182
223,control,iOS,305,6,False,0,144
224,control,iOS,189,5,True,0,225
225,control,iOS,99,3,False,1,203
226,treatment,Android,46,8,False,0,60
227,control,Android,13,4,False,0,189
228,treatment,iOS,138,8,True,0,215
229,treatment,iOS,834,4,False,0,129
230,treatment,iOS,241,7,False,1,515
231,treatment,iOS,71,4,False,0,201
232,treatment,Android,316,3,False,0,223
233,control,iOS,263,8,False,0,159
234,control,Android,59,7,True,0,100
235,treatment,iOS,2,5,True,0,181
236,control,Android,22,6,False,0,258
237,control,iOS,377,6,False,0,233
238,treatment,Android,326,4,False,1,559
239,control,iOS,62,5,False,0,170
240,treatment,iOS,60,4,False,0,173
241,treatment,iOS,283,4,False,1,409
242,treatment,iOS,499,7,False,0,173
243,control,iOS,271,10,True,0,170
244,control,iOS,167,7,False,0,145
245,treatment,Android,50,7,False,0,325
246,control,iOS,134,10,False,0,73
247,treatment,Android,47,5,False,0,181
248,treatment,Android,297,5,False,1,477
249,treatment,iOS,88,9,False,0,219
250,control,Android,322,6,True,1,593
251,control,iOS,86,8,False,1,365
252,treatment,iOS,312,8,True,1,441
253,control,iOS,72,6,False,0,157
254,control,Android,104,9,True,0,139
255,treatment,iOS,172,8,False,0,246
256,treatment,iOS,13,6,False,0,118
257,treatment,iOS,532,6,False,0,137
258,treatment,Android,153,7,False,0,201
259,control,iOS,127,4,False,0,223
260,treatment,Android,329,7,False,0,165
261,treatment,Android,361,3,False,0,208
262,control,Android,132,2,False,0,192
263,treatment,Android,471,5,False,1,420
264,treatment,Android,12,5,True,1,289
265,treatment,iOS,21,8,True,0,239
266,treatment,iOS,163,7,False,0,120
267,treatment,iOS,78,5,True,0,340
268,control,iOS,112,4,False,0,148
269,control,iOS,71,4,True,0,276
270,treatment,iOS,93,6,False,1,432
271,treatment,iOS,311,11,False,0,162
272,treatment,Android,162,6,True,0,242
273,treatment,iOS,1067,7,False,0,238
274,treatment,Android,278,11,True,1,318
275,treatment,iOS,57,5,False,0,76
276,treatment,Android,55,14,True,0,89
277,treatment,Android,73,6,True,0,215
278,treatment,iOS,333,1,False,0,178
279,treatment,iOS,4,8,True,0,191
280,treatment,iOS,47,4,True,0,240
281,control,iOS,423,3,False,0,157
282,control,Android,183,2,True,0,225
283,control,Android,46,3,False,0,142
284,treatment,iOS,44,9,False,0,185
285,control,iOS,357,3,False,1,409
286,control,iOS,403,12,False,0,115
287,treatment,iOS,53,3,False,0,179
288,control,Android,98,3,False,0,231
289,treatment,iOS,323,5,False,0,210
290,control,iOS,265,6,False,0,267
291,control,iOS,302,8,False,0,151
292,treatment,iOS,131,12,False,0,270
293,control,Android,436,5,False,0,193
294,control,iOS,71,1,False,0,151
295,treatment,Android,30,4,False,1,175
296,treatment,Android,222,6,False,1,396
297,control,iOS,139,6,False,1,468
298,treatment,iOS,347,5,False,0,81
299,control,Android,15,4,True,0,254
300,control,Android,334,2,False,0,141
301,treatment,Android,62,9,False,0,182
302,treatment,iOS,191,9,True,0,251
303,treatment,Android,7,8,False,0,142
304,treatment,iOS,169,5,False,1,375
305,treatment,Android,227,6,False,1,444
306,treatment,Android,82,8,True,0,188
307,control,iOS,43,5,False,0,203
308,treatment,Android,138,4,True,0,258
309,control,iOS,322,8,True,1,453
310,control,Android,70,5,True,0,251
311,control,iOS,52,7,False,1,259
312,control,Android,58,6,False,0,148
313,treatment,iOS,536,4,True,0,298
314,treatment,Android,80,4,False,0,237
315,treatment,iOS,0,5,True,0,181
316,control,iOS,273,4,True,0,303
317,control,iOS,216,4,False,0,114
318,control,Android,24,5,False,0,211
319,control,iOS,754,3,False,0,173
320,treatment,iOS,168,8,True,0,181
321,treatment,iOS,125,3,True,0,225
322,treatment,Android,86,5,False,0,218
323,control,iOS,412,2,False,0,186
324,treatment,iOS,50,10,True,0,225
325,treatment,iOS,60,2,False,0,262
326,treatment,iOS,23,12,False,0,200
327,treatment,iOS,256,4,False,0,229
328,control,iOS,162,7,True,0,193
329,control,Android,169,14,False,0,151
330,control,Android,44,4,True,0,183
331,treatment,iOS,189,6,False,1,459
332,control,iOS,261,7,True,0,74
333,control,Android,79,5,True,0,198
334,control,iOS,290,10,False,0,221
335,control,Android,77,5,True,0,185
336,treatment,iOS,255,9,False,1,440
337,treatment,iOS,6,3,True,0,222
338,control,iOS,144,7,False,0,141
339,control,Android,628,11,False,0,282
340,control,iOS,715,11,False,0,243
341,control,iOS,59,7,False,0,195
342,control,iOS,104,5,False,0,164
343,control,Android,11,7,False,1,488
344,control,Android,371,1,False,1,433
345,treatment,iOS,151,5,True,1,482
346,treatment,iOS,87,5,False,0,279
347,control,Android,21,3,True,1,477
348,control,iOS,527,8,False,0,175
349,treatment,iOS,135,3,False,1,325
350,treatment,iOS,59,7,True,0,121
351,treatment,Android,77,4,False,0,199
352,treatment,iOS,56,3,False,1,427
353,control,Android,165,4,False,0,156
354,control,iOS,478,4,True,0,193
355,treatment,iOS,349,9,True,1,424
356,control,Android,111,6,False,0,125
357,treatment,iOS,315,7,False,0,50
358,treatment,iOS,99,5,True,0,138
359,treatment,Android,52,5,False,1,418
360,control,Android,737,5,False,0,93
361,treatment,Android,65,10,False,0,292
362,control,Android,70,4,False,0,209
363,treatment,Android,823,4,False,0,223
364,treatment,iOS,25,6,False,0,91
365,control,iOS,257,8,True,0,206
366,treatment,Android,494,7,True,0,271
367,treatment,iOS,129,7,False,0,175
368,control,Android,0,5,False,0,200
369,control,Android,84,8,True,0,164
370,control,iOS,21,5,False,0,206
371,control,Android,96,5,False,0,180
372,control,iOS,280,6,True,1,470
373,treatment,iOS,103,7,True,0,204
374,control,Android,101,4,True,0,179
375,control,iOS,146,6,True,0,200
376,treatment,iOS,156,8,False,0,175
377,control,iOS,349,6,False,0,245
378,treatment,Android,66,8,False,0,293
379,control,Android,310,9,False,0,195
380,control,Android,150,7,False,0,211
381,treatment,Android,64,7,True,1,354
382,treatment,iOS,62,5,False,1,450
383,treatment,Android,80,6,False,0,86
384,treatment,Android,175,3,True,0,211
385,treatment,iOS,47,9,False,1,486
386,control,iOS,455,6,True,0,262
387,control,Android,153,10,True,0,230
388,treatment,Android,454,6,False,0,171
389,treatment,Android,8,12,True,0,217
390,treatment,Android,75,9,False,1,378
391,control,iOS,4,3,False,0,174
392,control,Android,57,7,False,0,199
393,treatment,iOS,356,4,False,0,209
394,control,iOS,6,5,True,1,357
395,treatment,Android,103,6,False,0,161
396,treatment,iOS,22,4,True,0,230
397,control,Android,97,8,False,1,388
398,treatment,iOS,328,6,False,0,191
399,treatment,iOS,175,4,True,0,146
400,control,iOS,240,5,False,1,376
401,treatment,iOS,77,8,False,0,127
402,treatment,iOS,520,7,True,0,91
403,treatment,iOS,222,3,False,0,55
404,control,Android,98,7,False,0,228
405,treatment,iOS,100,4,False,1,448
406,control,iOS,451,7,False,0,143
407,control,iOS,154,8,False,0,181
408,treatment,Android,220,7,False,0,106
409,control,iOS,97,5,False,0,202
410,control,Android,45,4,False,0,316
411,treatment,Android,231,7,False,0,223
412,treatment,iOS,168,15,False,0,204
413,treatment,iOS,125,5,False,0,234
414,treatment,Android,176,8,False,1,393
415,control,Android,42,14,False,0,156
416,control,Android,284,7,False,0,156
417,control,iOS,532,7,False,0,146
418,treatment,iOS,399,5,False,0,91
419,treatment,iOS,69,5,False,0,189
420,treatment,iOS,93,7,False,0,181
421,treatment,iOS,297,9,False,0,198
422,control,Android,162,7,False,0,118
423,control,iOS,142,9,False,0,66
424,control,Android,470,3,True,1,467
425,treatment,Android,138,9,False,0,198
426,control,iOS,130,6,False,0,201
427,treatment,Android,7,9,False,0,284
428,control,iOS,12,5,True,1,331
429,control,Android,1,4,False,0,100
430,control,iOS,440,4,True,0,114
431,treatment,iOS,94,7,True,0,211
432,treatment,Android,113,3,True,0,182
433,control,iOS,336,4,False,1,366
434,control,Android,169,6,False,0,262
435,treatment,iOS,169,7,True,0,202
436,control,iOS,63,6,False,0,183
437,treatment,iOS,323,8,False,0,118
438,treatment,iOS,32,9,False,0,121
439,control,iOS,9,2,True,0,218
440,control,Android,38,5,True,0,106
441,treatment,Android,56,6,False,0,157
442,control,Android,59,7,False,1,457
443,control,Android,199,6,False,0,120
444,treatment,iOS,44,3,False,0,169
445,treatment,Android,203,3,False,1,415
446,treatment,iOS,17,6,True,1,534
447,treatment,Android,28,7,False,1,347
448,control,iOS,127,0,True,0,165
449,control,Android,458,6,False,0,107
450,treatment,Android,353,8,False,1,462
451,treatment,Android,623,6,False,0,237
452,control,Android,189,2,False,0,120
453,treatment,Android,202,6,True,1,389
454,control,Android,176,6,False,0,94
455,control,iOS,175,5,True,0,264
456,control,iOS,28,7,False,0,43
457,control,iOS,141,8,False,0,114
458,control,iOS,87,7,False,0,113
459,control,iOS,105,2,False,0,157
460,control,iOS,133,12,False,0,141
461,treatment,iOS,24,4,True,0,187
462,treatment,Android,80,9,False,1,401
463,treatment,Android,11,1,False,1,525
464,treatment,iOS,701,9,True,0,151
465,control,iOS,22,5,True,0,106
466,control,iOS,53,5,False,0,241
467,treatment,iOS,399,9,True,1,256
468,control,Android,118,5,False,0,69
469,treatment,iOS,26,4,True,0,207
470,control,iOS,87,6,False,0,185
471,treatment,Android,22,4,False,0,185
472,control,Android,40,3,False,0,149
473,treatment,iOS,9,5,False,1,457
474,treatment,Android,103,7,False,1,425
475,treatment,iOS,295,6,True,0,237
476,control,iOS,158,6,False,0,186
477,treatment,iOS,167,9,False,0,84
478,treatment,iOS,40,7,False,0,183
479,treatment,iOS,75,7,True,1,328
480,treatment,iOS,335,8,False,1,402
481,treatment,Android,16,9,True,0,187
482,control,Android,351,9,True,0,173
483,treatment,iOS,118,10,False,0,239
484,treatment,iOS,326,3,True,0,140
485,treatment,Android,68,6,False,0,238
486,control,iOS,74,4,True,0,158
487,control,Android,250,3,False,0,228
488,treatment,Android,276,6,True,1,372
489,treatment,iOS,46,2,False,0,205
490,control,iOS,649,5,True,0,144
491,treatment,iOS,15,4,True,1,368
492,control,iOS,12,3,True,0,208
493,control,iOS,162,9,True,0,154
494,control,Android,230,4,False,0,185
495,control,iOS,583,7,False,1,481
496,treatment,iOS,93,10,False,0,138
497,control,iOS,4,3,False,0,187
498,treatment,iOS,166,4,True,0,82
499,treatment,iOS,61,7,False,0,202
500,treatment,iOS,102,6,False,1,526
501,treatment,iOS,120,9,True,0,42
502,control,Android,12,5,True,0,205
503,treatment,iOS,119,7,False,0,337
504,treatment,Android,100,7,False,0,177
505,control,iOS,224,4,False,0,116
506,treatment,iOS,186,9,True,0,218
507,treatment,iOS,36,8,True,0,157
508,treatment,Android,41,6,False,0,207
509,treatment,iOS,52,1,False,0,120
510,treatment,iOS,35,4,False,1,388
511,control,iOS,192,2,True,0,199
512,treatment,iOS,934,7,False,1,356
513,treatment,iOS,190,7,True,0,138
514,control,Android,167,6,False,0,237
515,control,iOS,94,10,False,0,151
516,control,Android,67,6,False,0,206
517,treatment,iOS,435,6,False,0,146
518,treatment,Android,625,3,True,0,252
519,control,Android,123,10,False,0,284
520,treatment,iOS,61,6,True,1,338
521,control,Android,264,3,False,1,384
522,treatment,Android,25,8,True,0,229
523,treatment,iOS,261,6,True,0,179
524,treatment,iOS,307,5,False,0,206
525,control,Android,24,3,True,0,159
526,control,iOS,677,6,True,0,155
527,control,iOS,762,2,False,1,469
528,control,Android,496,8,False,0,293
529,treatment,iOS,123,8,False,0,197
530,treatment,Android,50,5,False,0,167
531,treatment,Android,157,6,False,1,393
532,treatment,Android,98,3,False,1,579
533,treatment,iOS,41,6,True,0,273
534,treatment,iOS,99,4,False,0,150
535,treatment,iOS,196,4,False,0,154
536,treatment,iOS,13,4,False,1,581
537,control,iOS,73,4,True,0,224
538,control,iOS,3,9,False,0,214
539,control,iOS,249,7,False,0,261
540,treatment,iOS,184,6,False,1,425
541,treatment,Android,11,5,True,1,467
542,control,Android,602,2,True,0,270
543,treatment,Android,4,4,False,0,258
544,treatment,Android,160,5,True,1,507
545,control,iOS,269,9,False,0,203
546,control,Android,279,7,False,1,413
547,treatment,Android,6,3,True,1,354
548,treatment,iOS,426,7,False,0,186
549,treatment,iOS,451,4,True,1,352
550,treatment,iOS,148,4,False,1,502
551,treatment,iOS,118,9,False,0,124
552,treatment,iOS,8,2,False,1,334
553,treatment,iOS,148,11,True,0,225
554,treatment,Android,94,8,False,0,222
555,control,iOS,266,11,False,0,222
556,control,iOS,93,8,False,0,239
557,control,Android,207,5,False,0,187
558,treatment,iOS,19,7,True,0,145
559,treatment,Android,25,6,True,0,86
560,treatment,iOS,27,4,False,0,244
561,control,Android,8,4,True,0,214
562,control,iOS,140,4,False,0,106
563,control,iOS,284,9,False,0,102
564,control,iOS,169,12,True,0,71
565,treatment,Android,154,8,False,0,162
566,control,Android,205,10,False,0,249
567,control,iOS,74,4,True,0,91
568,treatment,Android,80,6,False,0,184
569,control,iOS,67,4,True,1,367
570,treatment,Android,224,8,False,0,92
571,treatment,Android,31,1,False,0,138
572,control,iOS,2,10,True,0,288
573,treatment,iOS,163,7,False,1,409
574,treatment,Android,513,8,True,0,95
575,treatment,Android,169,10,False,0,147
576,control,Android,274,9,False,0,148
577,treatment,Android,201,9,True,0,165
578,control,iOS,123,8,True,0,139
579,control,Android,228,6,True,0,146
580,control,iOS,312,6,False,0,204
581,treatment,Android,45,5,False,0,178
582,control,iOS,73,3,False,0,119
583,control,iOS,45,3,False,0,214
584,treatment,iOS,108,8,False,0,312
585,control,iOS,389,8,False,0,204
586,control,iOS,76,4,False,1,379
587,control,Android,84,5,False,0,147
588,control,Android,354,5,False,0,184
589,control,iOS,130,9,False,0,113
590,control,Android,138,5,False,0,36
591,treatment,Android,354,6,False,0,136
592,control,iOS,121,5,False,1,443
593,control,iOS,205,6,True,1,435
594,treatment,Android,16,6,False,0,166
595,control,Android,35,7,True,0,105
596,treatment,iOS,93,6,False,0,292
597,control,Android,122,6,False,0,103
598,control,iOS,607,7,False,0,128
599,control,iOS,635,6,True,0,141
600,control,iOS,342,3,False,0,235
601,control,iOS,68,4,False,0,221
602,control,Android,598,4,False,0,181
603,control,Android,210,2,False,0,140
604,control,iOS,89,7,False,0,16
605,control,iOS,217,7,False,0,127
606,control,Android,2,8,True,0,182
607,control,Android,28,6,True,0,155
608,treatment,Android,318,2,True,0,245
609,treatment,Android,186,5,False,0,208
610,control,iOS,81,2,True,0,138
611,treatment,Android,125,9,True,1,532
612,treatment,iOS,423,8,False,0,90
613,control,iOS,179,7,True,0,196
614,treatment,iOS,91,4,True,1,395
615,treatment,iOS,23,7,True,0,214
616,control,Android,62,5,False,0,144
617,control,Android,689,6,False,0,227
618,treatment,iOS,103,2,False,1,398
619,treatment,iOS,114,5,False,0,110
620,control,iOS,124,3,False,0,122
621,control,iOS,387,6,False,0,70
622,control,Android,166,5,False,0,242
623,control,Android,212,2,False,1,249
624,treatment,Android,88,5,False,1,332
625,control,Android,5,6,False,0,252
626,control,Android,481,7,False,0,118
627,treatment,iOS,536,4,True,0,153
628,control,iOS,536,6,True,0,156
629,control,iOS,517,5,True,1,293
630,treatment,iOS,303,8,True,0,209
631,treatment,Android,207,2,False,1,459
632,treatment,iOS,335,5,False,0,150
633,treatment,iOS,165,10,False,1,420
634,control,iOS,25,5,False,0,232
635,control,Android,89,6,False,1,425
636,treatment,iOS,639,5,False,0,314
637,control,Android,77,5,False,0,221
638,control,Android,364,6,True,1,526
639,control,iOS,17,12,True,0,184
640,control,iOS,73,3,False,0,292
641,control,Android,77,8,False,0,199
642,control,iOS,9,4,False,0,172
643,control,Android,22,8,True,0,125
644,control,iOS,38,5,True,0,199
645,treatment,iOS,327,5,False,0,214
646,treatment,Android,11,10,False,0,283
647,treatment,Android,63,7,False,1,288
648,treatment,Android,1,6,False,0,193
649,control,Android,214,4,False,0,162
650,control,Android,174,3,False,0,215
651,treatment,Android,186,11,False,0,218
652,treatment,Android,84,8,True,0,148
653,treatment,iOS,42,9,False,0,183
654,control,iOS,229,7,True,0,186
655,control,Android,299,7,False,0,199
656,control,iOS,26,8,False,0,242
657,control,iOS,120,5,False,0,271
658,treatment,iOS,51,8,False,0,94
659,treatment,iOS,33,4,False,0,236
660,control,iOS,238,5,False,0,123
661,treatment,iOS,139,0,False,0,214
662,treatment,Android,43,6,False,0,198
663,control,iOS,66,4,False,0,142
664,control,iOS,612,3,False,1,568
665,control,iOS,339,5,True,0,152
666,control,iOS,381,4,False,0,238
667,control,iOS,110,6,True,0,182
668,control,Android,175,6,False,0,81
669,control,iOS,85,6,False,0,172
670,control,Android,14,7,False,0,220
671,treatment,iOS,92,6,False,1,235
672,control,iOS,162,6,False,1,379
673,treatment,iOS,60,8,True,0,216
674,control,iOS,339,9,False,0,164
675,treatment,Android,29,1,True,0,174
676,control,Android,82,3,False,1,321
677,control,Android,24,4,True,1,339
678,treatment,iOS,93,6,True,0,274
679,treatment,iOS,7,3,False,0,154
680,treatment,iOS,57,4,False,0,137
681,control,Android,92,5,False,1,423
682,control,iOS,117,5,False,0,196
683,treatment,Android,141,8,True,0,131
684,treatment,iOS,57,9,True,0,195
685,treatment,iOS,133,9,True,0,181
686,treatment,iOS,128,9,False,0,250
687,control,iOS,68,7,False,0,318
688,treatment,Android,319,6,False,0,178
689,control,iOS,141,9,False,0,222
690,control,Android,72,5,False,1,393
691,control,iOS,529,5,True,0,104
692,treatment,Android,335,10,False,0,183
693,control,iOS,729,6,True,0,68
694,control,Android,212,11,False,0,332
695,treatment,Android,85,7,False,0,242
696,control,Android,59,8,False,0,199
697,treatment,iOS,195,10,False,0,73
698,control,Android,711,10,False,1,349
699,control,iOS,177,5,False,0,95
700,treatment,iOS,384,5,False,0,226
701,control,iOS,71,14,False,0,252
702,control,iOS,94,9,True,0,182
703,control,Android,426,5,True,0,81
704,control,iOS,254,5,False,0,87
705,treatment,iOS,717,7,False,0,81
706,control,Android,268,9,False,0,132
707,treatment,iOS,107,4,False,0,108
708,control,Android,136,7,True,0,143
709,treatment,iOS,415,8,True,1,496
710,treatment,iOS,144,7,True,0,142
711,treatment,iOS,53,3,False,0,139
712,control,Android,102,5,False,1,434
713,control,Android,130,3,False,0,218
714,control,Android,18,8,True,0,246
715,treatment,iOS,245,8,True,0,291
716,treatment,iOS,20,3,True,0,137
717,treatment,iOS,93,7,False,1,380
718,control,iOS,293,8,True,0,59
719,treatment,iOS,113,4,True,1,476
720,treatment,Android,332,8,True,0,163
721,control,iOS,75,4,False,0,135
722,control,iOS,569,4,True,0,129
723,treatment,Android,42,8,True,0,121
724,treatment,Android,7,8,True,0,230
725,treatment,iOS,370,3,True,0,93
726,control,iOS,251,7,False,0,269
727,treatment,iOS,47,12,False,0,113
728,control,iOS,752,6,False,1,500
729,control,Android,125,5,False,0,96
730,control,iOS,543,8,True,0,102
731,treatment,Android,126,6,False,1,348
732,treatment,Android,114,4,False,0,177
733,treatment,Android,107,7,True,0,227
734,control,iOS,73,6,False,0,122
735,treatment,iOS,137,8,False,1,492
736,control,Android,108,10,False,0,177
737,treatment,iOS,6,4,False,0,212
738,control,iOS,54,6,False,1,274
739,control,iOS,43,6,True,0,227
740,control,iOS,363,2,False,0,256
741,control,Android,164,4,False,0,172
742,treatment,iOS,259,8,True,1,550
743,treatment,iOS,565,5,False,0,170
744,control,iOS,185,4,False,1,421
745,treatment,iOS,729,7,True,0,201
746,control,Android,67,2,False,0,183
